term	reading	frequency	kana_frequency
ふるもの	ふるもの	183580	
殺屋	そぎや	183581	
ジギ	ジギ	183582	
はたらきづめ	はたらきづめ	183584	
フィズ	フィズ	183585	
ゼック	ゼック	183586	
クサガメ	クサガメ	183587	
什宝	じゅうほう	183589	
妙用	みょうよう	183590	
軍道	ぐんどう	183591	
アカンベエ	アカンベエ	183592	
炊出し	たきだし	183594	315624
ビンソン	ビンソン	183595	
乗っ込み	のっこみ	183596	257718
法社会学	ほうしゃかいがく	183597	
人民公社	じんみんこうしゃ	183599	
那田	なだ	183600	
証	しるし	183601	15388
グッドジョブ	グッドジョブ	183602	
極技	きめわざ	183603	
桜鍋	さくらなべ	183605	
Ｅ層	イーそう	183606	
芋ジャージ	いもジャージ	183607	
デロリアン	デロリアン	183608	
声掛り	こえがかり	183609	
メリック	メリック	183611	
みみず脹れ	みみずばれ	183612	131926
蠟引き	ろうびき	183613	258864
シンニュウシャ	シンニュウシャ	183614	
スタテル	スタテル	183615	
ペラム	ペラム	183616	
服紗	ふくさ	183618	132383
仲裁裁判所	ちゅうさいさいばんしょ	183619	
ケンドリック	ケンドリック	183620	
オオアリ	オオアリ	183621	
競り市	せりいち	183622	
擬古文	ぎこぶん	183624	
テムジン	テムジン	183625	
ショーマンシップ	ショーマンシップ	183626	
はいでん	はいでん	183627	
オチョコ	オチョコ	183628	
ジャコウネズミ	ジャコウネズミ	183630	
小辞典	しょうじてん	183631	315595
テレコム	テレコム	183632	
いきおくれる	いきおくれる	183633	
しんあい	しんあい	183634	
ナックルボール	ナックルボール	183636	
能動態	のうどうたい	183637	
ジェリービーンズ	ジェリービーンズ	183638	
誤聞	ごぶん	183639	
アップカード	アップカード	183640	
ドウウ	ドウウ	183641	
航続時間	こうぞくじかん	183643	
ルテン	ルテン	183644	
米仏	べいふつ	183645	264149
ウォルドーフ	ウォルドーフ	183646	
北京五輪	ペキンごりん	183647	
クンデラ	クンデラ	183649	
斬新奇抜	ざんしんきばつ	183650	
クラッチペダル	クラッチペダル	183651	
強姦犯	ごうかんはん	183652	
セダ	セダ	183653	
さつまあげ	さつまあげ	183655	
オハライ	オハライ	183656	
寝相が良い	ねぞうがいい	183657	
れんめい	れんめい	183658	
三焦	さんしょう	183659	
国際連合安全保障理事会	こくさいれんごうあんぜんほしょうりじかい	183661	
半身麻痺	はんしんまひ	183662	
ジョージタウン	ジョージタウン	183663	
代表社員	だいひょうしゃいん	183664	
わるぢえ	わるぢえ	183665	
杵屋	きねや	183666	
河鍋	かわなべ	183668	
気象レーダー	きしょうレーダー	183669	
フリム	フリム	183670	
イニシャルコスト	イニシャルコスト	183671	
毛細管現象	もうさいかんげんしょう	183672	
オアゲート	オアゲート	183674	
腎臓結石	じんぞうけっせき	183675	
りゅうけい	りゅうけい	183676	
人間ピラミッド	にんげんピラミッド	183677	
くろしお	くろしお	183678	
尚古	しょうこ	183680	
ゲルベルト	ゲルベルト	183681	
サンバイ	サンバイ	183682	
デリケイト	デリケイト	183683	
セッテルンド	セッテルンド	183684	
ラディック	ラディック	183686	
レンタルオフィス	レンタルオフィス	183687	
ドイツ民主共和国	ドイツみんしゅきょうわこく	183688	
茂美	しげみ	183689	
かんふく	かんふく	183690	
ものつくり	ものつくり	183691	
いぬころし	いぬころし	183693	
修覆	しゅうふく	183694	
静索	せいさく	183695	
オールジャパン	オールジャパン	183696	
マルチニック	マルチニック	183697	
袢天	はんてん	183699	61624
近鉄電車	きんてつでんしゃ	183700	
鎌形	かまがた	183701	285296
親文字	おやもじ	183702	
ソレジャア	ソレジャア	183703	
永牢	えいろう	183705	147996
ジャックパーセル	ジャックパーセル	183706	
ガイスラー	ガイスラー	183707	
下馬先	げばさき	183708	
大死一番	だいしいちばん	183710	
レンゲソウ	レンゲソウ	183711	
つじつじ	つじつじ	183712	
ミルポワ	ミルポワ	183713	
東西古今	とうざいここん	183715	
せんにゅう	せんにゅう	183716	
鬣犬	たてがみいぬ	183717	
べつばら	べつばら	183718	
画道	がどう	183720	263993
ジュンジ	ジュンジ	183721	
くずもち	くずもち	183722	
大気循環	たいきじゅんかん	183723	
うらみを買う	うらみをかう	183724	178036
法人格	ほうじんかく	183726	
イライ	イライ	183727	
血紅色	けっこうしょく	183728	
浦上天主堂	うらかみてんしゅどう	183729	
こづらにくい	こづらにくい	183731	
江戸前ずし	えどまえずし	183732	
はつじょう	はつじょう	183733	
仙翁	せんのう	183734	153545
宮内官	くないかん	183736	
金子光晴	かねこみつはる	183737	
刺し箸	さしばし	183738	
大久保駅	おおくぼえき	183739	
本状	ほんじょう	183741	159957
火渡り	ひわたり	183742	
公有水面	こうゆうすいめん	183743	
べた雪	べたゆき	183744	
切符切り	きっぷきり	183745	
しおからい	しおからい	183747	
黐竿	もちざお	183748	
キャッサバ	キャッサバ	183749	
ドリルビット	ドリルビット	183750	
豊田章男	とよだあきお	183752	
会陰切開	えいんせっかい	183753	
２等兵	にとうへい	183754	
飲み助	のみすけ	183755	
怨しい	うらめしい	183757	36084
つめかえる	つめかえる	183758	
ブラシ掛け	ブラシがけ	183759	167847
因果法則	いんがほうそく	183760	
東京理科大学	とうきょうりかだいがく	183761	
ワライタケ	ワライタケ	183763	
伊東玄朴	いとうげんぼく	183764	
舌圧子	ぜつあつし	183765	
ルプー	ルプー	183766	
伸春	のぶはる	183768	
ひらけゴマ	ひらけゴマ	183769	
テンキ	テンキ	183770	
貞実	ていじつ	183771	
サクシン	サクシン	183773	
ヤトウ	ヤトウ	183774	
スペアミント	スペアミント	183775	
野宿者	のじゅくしゃ	183776	
男爵芋	だんしゃくいも	183778	
無鑑査	むかんさ	183779	
ききちがい	ききちがい	183780	
オアーズ	オアーズ	183781	
リュリ	リュリ	183782	
赤日	あかび	183784	258850
登記簿謄本	とうきぼとうほん	183785	
ドラモンド	ドラモンド	183786	
グロスター	グロスター	183787	
オマツリ	オマツリ	183789	
不好き	ぶすき	183790	282758
匂いやか	においやか	183791	
口供	こうきょう	183792	
グランサム	グランサム	183794	
きょうこのごろ	きょうこのごろ	183795	
耐震化	たいしんか	183796	
クランド	クランド	183797	
てんこうせい	てんこうせい	183799	
東近江	ひがしおおみ	183800	
ジョルジュ・ブラック	ジョルジュ・ブラック	183801	
スパニエル	スパニエル	183802	
六信	ろくしん	183803	
コワレ	コワレ	183804	
コンブチャ	コンブチャ	183806	
スマイルズ	スマイルズ	183807	
不達	ふたつ	183808	
鍔ぜり合い	つばぜりあい	183809	195060
幻覚キノコ	げんかくキノコ	183810	
引き換え券	ひきかえけん	183811	
通字	つうじ	183812	
遡及的	そきゅうてき	183814	
ぼうはてい	ぼうはてい	183815	
閔子騫	びんしけん	183816	
まきもの	まきもの	183817	
とんこう	とんこう	183818	
動詞化	どうしか	183819	143538
シロコ	シロコ	183820	
よだれ掛け	よだれかけ	183821	103889
めんか	めんか	183823	
ツケモノ	ツケモノ	183824	
セレブ婚	セレブこん	183825	
けんすい	けんすい	183826	
黄化	おうか	183827	
浜松町駅	はままつちょうえき	183828	
丁子油	ちょうじゆ	183829	295795
すじこ	すじこ	183831	
アラカタ	アラカタ	183832	
プログラムカウンタ	プログラムカウンタ	183833	
県勢	けんせい	183834	
ネコヤナギ	ネコヤナギ	183835	
けいか	けいか	183836	
抜からぬ顔	ぬからぬかお	183837	
中医	ちゅうい	183839	
テスコ	テスコ	183840	
一世風靡	いっせいふうび	183841	
ジョイントコンサート	ジョイントコンサート	183842	
たいあん	たいあん	183843	
ガナア	ガナア	183844	
ライトハンド	ライトハンド	183845	
袖章	そでしょう	183846	200965
生み付ける	うみつける	183848	173195
ほんどう	ほんどう	183849	
マサミ	マサミ	183850	
ヘビ革	ヘビがわ	183851	
平和憲法	へいわけんぽう	183852	
不起	ふき	183853	
家庭欄	かていらん	183854	
雨止み	あまやみ	183856	214652
帆掛け船	ほかけぶね	183857	
赤タン	あかタン	183858	
名文家	めいぶんか	183859	
高等専門学校	こうとうせんもんがっこう	183860	
海洋地質学	かいようちしつがく	183861	
卯浪	うなみ	183862	
ワーキング	ワーキング	183864	
ろこう	ろこう	183865	
財形貯蓄	ざいけいちょちく	183866	
液化ガス	えきかガス	183867	
第三国人	だいさんごくじん	183868	
ヨシヤ	ヨシヤ	183869	
ちゅうぶ	ちゅうぶ	183870	
いか様	いかさま	183871	37384
ケンサク	ケンサク	183873	
リースリング	リースリング	183874	
北米合衆国	ほくべいがっしゅうこく	183875	304796
ボタモチ	ボタモチ	183876	
ティリオン	ティリオン	183877	
殉難	じゅんなん	183878	252930
ソシツ	ソシツ	183879	
山住み	やまずみ	183881	
としのころ	としのころ	183882	
噎び泣き	むせびなき	183883	
じっきょう	じっきょう	183884	
ファイルサイズ	ファイルサイズ	183885	
ちょいムズ	ちょいムズ	183886	
真ちゅう	しんちゅう	183887	67386
硫酸マグネシウム	りゅうさんマグネシウム	183889	
一般教書	いっぱんきょうしょ	183890	
おざしき	おざしき	183891	
ひとまえで	ひとまえで	183892	
片ちんば	かたちんば	183893	307750
旭日章	きょくじつしょう	183894	310780
語源説	ごげんせつ	183895	
ウエイブ	ウエイブ	183896	
取り込み詐欺	とりこみさぎ	183898	
前葉	ぜんよう	183899	
尿路感染症	にょうろかんせんしょう	183900	
セッカン	セッカン	183901	
チャンギ	チャンギ	183902	
佐十	さじゅう	183903	
乙亥	きのとい	183904	
旧約全書	きゅうやくぜんしょ	183905	
他動	たどう	183907	
和事	わごと	183908	309237
求太郎	きゅうたろう	183909	
イブニング・ドレス	イブニング・ドレス	183910	
除菌シート	じょきんシート	183911	
キャットニップ	キャットニップ	183912	
ロピタル	ロピタル	183913	
甲必丹	カピタン	183914	96179
ドイッチ	ドイッチ	183915	
炭素税	たんそぜい	183917	
うわさをたてられる	うわさをたてられる	183918	
一上一下	いちじょういちげ	183919	
来訪神	らいほうじん	183920	
コルソン	コルソン	183921	
シバイヌ	シバイヌ	183922	
なれずし	なれずし	183923	
差閊え	さしつかえ	183924	51898
キツメ	キツメ	183925	
別盃	べっぱい	183927	306620
ひょうじ	ひょうじ	183928	
ゴゴイチ	ゴゴイチ	183929	
海将	かいしょう	183930	
古意	こい	183931	
セレベス島	セレベスとう	183932	
ヨランド	ヨランド	183933	
併置	へいち	183934	
これからさき	これからさき	183935	
背に腹はかえられぬ	せにはらはかえられぬ	183937	
メナンドロス	メナンドロス	183938	
小内刈り	こうちがり	183939	
スパニア	スパニア	183940	
ビョウキ	ビョウキ	183941	
サハラ以南アフリカ	サハラいなんアフリカ	183942	
訛伝	かでん	183943	
ヴェネツィアン・グラス	ヴェネツィアン・グラス	183944	
袋田の滝	ふくろだのたき	183945	
ワンコイン弁当	ワンコインべんとう	183947	
こころあて	こころあて	183948	
マグネチック	マグネチック	183949	
泥棒根性	どろぼうこんじょう	183950	
長手	ながて	183951	
性空	しょうくう	183952	
昆明	こんめい	183953	
うりこ	うりこ	183954	
こくじん	こくじん	183955	
手簡	しゅかん	183957	
荊妻	けいさい	183958	
すり切り	すりきり	183959	238253
マンスリーマンション	マンスリーマンション	183960	
妻問婚	つまどいこん	183961	300575
しんぱく	しんぱく	183962	
イノリ	イノリ	183963	
イッキ	イッキ	183964	
排中律	はいちゅうりつ	183965	
鹿児島空港	かごしまくうこう	183967	
若衆歌舞伎	わかしゅかぶき	183968	
ラモンド	ラモンド	183969	
ひそみにならう	ひそみにならう	183970	
ほっかぶり	ほっかぶり	183971	
あねうえ	あねうえ	183972	
シャオン	シャオン	183973	
胃瘻	いろう	183974	
仮想接続	かそうせつぞく	183975	
ミタイナ	ミタイナ	183977	
